Time (s),X-Axis (m/s2),Y- Axis (m/s2),Z-Axis (m/s2)
0.632769948,-4.0991075162977175E-4,-9.255878466753846E-4,0.01290409134845838,
0.635122083,0.0035026294602959127,-7.404702773403105E-4,0.019898926154938934,
0.637473802,0.00471738259903659,-0.0063382133142718435,5.977908262941867E-4,
0.639825937,-0.0038872100439701907,-0.005070570651417472,-0.007183205327246256,
0.642178229,0.004551348088023308,-0.002141178980450232,-0.0076615422891403995,
0.644530833,0.00555635899133463,0.004032895398155531,-3.842997492817801E-4,
0.646882917,0.0025298066721517187,0.007056872890008038,0.003524042134168681,
0.649234687,0.005854403399321105,0.0037302207713226856,0.004734211734678695,
0.651587083,-0.00297759042351034,-0.010422776598540913,0.007618088381883936,
0.653939062,-0.006212633380640244,-0.014084058743761358,0.004179492678163754,
0.656290833,0.0026910094186872666,0.007885543685518602,-4.871248516096216E-4,
0.658643125,0.007898644627349412,0.010138993010014613,-0.002304677908631092,
0.660995469,0.0044036366710796665,0.004280636346411959,7.123570043887639E-5,
0.663348073,-0.006053485817135593,0.0053397866178133135,-0.003774493373242649,
0.665700312,-0.008673343735075965,-0.005304565859748679,-0.004934572725938224,
0.668052083,-0.005023398937493144,-0.011904768065940347,-0.0020326801534071848,
0.670404323,-0.004018719149994514,-0.005693255646094488,-0.015032516193038248,
0.67275625,0.0025308617724039903,0.005021790637123741,-0.008195293960289618,
0.675108333,0.005855248969639043,-0.005558962644300336,0.006850899841534641,
0.677460937,8.536396239953864E-4,-6.16613543956656E-4,0.011226416894713154,
0.679813177,-0.005062925393203285,0.007167826778150258,0.003235436494286148,
0.682165677,-0.005965616365130252,0.0019037033609204737,-0.001243132738164121,
0.684517708,-0.008603054133936174,-3.9231634206348537E-4,0.0028369757430617426,
0.686869687,-0.0011366062147493416,-0.0022291335945667755,0.004184558621792789,
0.689222448,0.008667111672315979,-0.0056138634471370324,-4.823091572525584E-4,
0.691574739,0.005018408816936798,-0.006406369788509492,-0.0023023512320516915,
0.693927031,-0.0036463890696500217,0.004451299323191736,0.001989600947952752,
0.696279635,-0.0029171112557200146,-2.6952009316246264E-4,-0.006069757229919759,
0.698632292,0.0014968720372559585,-2.156160745299708E-4,-0.008686524778076077,
0.700985,0.0011974976298047696,0.003658066692091875,-0.008864197849804967,
0.703337031,9.579981038438171E-4,0.006757011415273233,-0.003260639285702638,
0.705688854,-0.0011488835279570564,0.0034903301014187205,0.0069679045870625345,
0.708041406,0.004826730270033948,-0.004868852042064484,0.0017428417360569881,
0.710393489,0.0019461051852272954,0.0018507554587480109,0.00331077729509488,
0.712745364,-0.006104228994785389,0.007226439969281885,0.021801453867325904,
0.715097656,0.004693008977938777,-0.0037952431785738226,0.011694703132922868,
0.717449844,0.011415523305550485,-0.001120914021943073,-0.0021356315366301004,
0.719802135,0.0033865830421569085,0.006764383415528888,2.064727980393144E-4,
0.722153802,0.006539823005209139,-0.0022496079006602346,-0.009411237777193548,
0.724505208,0.009062416465767043,-0.003714966841444175,-0.011359709215895464,
0.726857656,0.009165213693529621,-0.0010566929522393548,-0.0014270923238886013,
0.729209896,-3.289466584918861E-4,-0.012337028546590679,0.004604786101825908,
0.731561719,-0.013670107562160333,-0.009869622837272544,0.0017688508541162662,
0.733914167,-0.00902080999916064,0.0016806953940651723,-0.006246357304988237,
0.736266719,-0.011047206060928245,0.007090394897767853,-0.012657760892818004,
0.738619062,7.386303052567336E-4,0.003757036887414418,-0.010126208714254403,
0.740970625,0.004421463795921239,0.004920908540731399,-0.002355269949919858,
0.743322135,-2.9338851497885676E-4,0.009682563924984715,0.009607178083033574,
0.745674739,-0.004065268873582814,0.003915493078388042,0.007685742466426504,
0.748026823,-0.0032522150988662513,-6.981635988893009E-4,0.004233615945796743,
0.750378698,0.005059345534222583,-5.585308791114414E-4,0.005301870783981144,
0.752730729,-0.011274757309136976,-0.00619266179568875,0.00807221562132554,
0.755082604,-0.010935084878109444,-0.0011235713749512682,0.006457772497061143,
0.757435364,0.0046588853131115035,-0.0028141376208770004,-0.004410960957429211,
0.759787656,0.0018118321999215786,-0.009912425474843004,3.0271316765073664E-4,
0.762139427,-0.004296371332462336,0.0035617345499828514,0.002157148561463984,
0.764491927,0.00230874002642973,0.014341058844553237,0.001725718849170832,
0.766843854,0.009508105164111012,0.0018964549018754967,0.005211294073477646,
0.76919526,0.0018606470388892113,-0.008059231232498933,0.011829710307610597,
0.771547031,-4.267584194562607E-4,-0.008362664016799012,0.007548790218745438,
0.773898958,0.016896101561401547,9.709849097602544E-4,-0.005452361867972044,
0.776251354,0.009686323187521505,0.010353183081807531,-0.004361889494377991,
0.778603281,-0.007573173696381719,0.002536709373046425,0.004171163453326798,
0.780954792,-0.0022279808955056463,-0.005631748624762321,-0.002408766258822581,
0.783307344,0.005878731406794943,-0.004505398899809856,-0.00958845099533967,
0.785660104,0.012364101248635417,0.007887353574835193,-0.007670760796271381,
0.788012448,0.015637118836365992,0.008225163380784141,-0.006136608637017815,
0.790364739,-8.972588915643273E-4,8.342936122277128E-4,-0.008739242964301397,
0.79271651,-0.01604003637941815,-0.0012478441410176955,-0.008907135338237282,
0.795068698,-0.010916753052966896,-0.004828834864530007,-0.009040686297932865,
0.797420677,-0.001072286319174054,-0.007693624463107621,-0.0034018300442060223,
0.799772083,0.0010574514655767447,-0.011900736662885693,-0.006552183029505443,
0.802124427,0.010422356326460727,-0.0018594732071090907,0.01008036661350431,
0.804476667,6.767674478529995E-4,4.276989749964731E-4,0.015724968339631218,
0.806828385,-0.003289144103317331,0.006087997762512898,0.004919299622876849,
0.809180521,-7.160347617378784E-4,0.006785677240810185,1.0548364361362417E-4,
0.811532656,-0.0024881083303062886,-0.002232575820667434,-0.007577051073390351,
0.813885208,-7.520614332904435E-5,0.007790334497465384,-3.167067766813858E-4,
0.816237708,0.0018551126260205088,4.8643199568882897E-4,-2.533654213454639E-4,
0.818589844,-4.3118743986733654E-4,3.891455965510625E-4,-0.002117670364420121,
0.820942187,-3.4494995189386646E-4,0.011802987681807806,0.0021373456420583636,
0.823293854,-0.006021795563798574,0.0017812770024790217,-0.007867302441431079,
0.825645417,-0.0067327184620709635,-0.006236096011332366,-0.008208819980488613,
0.827997812,3.596623227428222E-4,7.569617734498255E-4,-0.01422773103321795,
0.83035026,-0.005458107234205339,0.00443612599024347,-0.009467206799230965,
0.832702812,-0.004366485787364274,-2.8165577928883356E-4,0.0058326066309284386,
0.835054896,3.37369431708312E-4,-2.2532462343106963E-4,0.004666085304743106,
0.837406771,0.006015732637766245,0.011311414486054338,-9.70878108930151E-5,
0.839759583,-0.0047638090437863295,0.005218573527243739,0.005667263833316838,
0.842112031,-0.009556884327428662,-0.00923209588392019,0.004533811066654181,
0.844463906,-0.0018996703695433326,-0.005470396186220167,0.005543552759572634,
0.846816042,0.009971937889164527,-5.457588873764019E-4,0.008264798262345607,
0.849168177,3.1643418813216E-4,-4.366071099011215E-4,0.006611838609876131,
0.851520937,-0.0016621287000618962,-0.004179843749520629,0.016780864930868944,
0.853873177,0.006331410182917711,-0.016750828587744595,0.00959397295055453,
0.856224948,0.001234570084734439,-0.013400662870195677,-0.009561912704009856,
0.858577604,9.876560677875498E-4,-0.0030594138004280506,-0.00764953016320824,
0.860929844,-0.0011251541765698245,0.005213585082857023,-0.004204646103222132,
0.863281719,0.001015155689544002,0.009916703668569095,-0.0014487388552346658,
0.865633958,0.0027274050725511895,0.006018085394171532,-0.0030739691115311274,
0.867986406,-0.003563911544242529,9.839102537374939E-4,-5.441972618811519E-4,
0.870339114,-0.004766411246426128,7.871282029899944E-4,0.0033961241240891837,
0.872691198,0.001932708095258695,-0.005116134530007602,-0.001114582634322403,
0.875043073,0.0053767245378066875,-0.004092907624006079,0.008685512847620203,
0.877395781,0.0023861020895616022,-0.0013590485585211164,0.006948410278097228,
